player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
craigto01,411.0,Torrey Craig,34.0,BOS,SF,17.0,3.0,11.8,0.9,2.6,0.356,0.5,1.8,0.29,0.4,0.8,0.5,0.456,0.3,0.5,0.625,1.1,1.7,2.8,0.7,0.4,0.6,0.5,1.1,2.7,
moorewe01,412.0,Wendell Moore Jr.,23.0,2TM,SG,36.0,1.0,13.9,1.6,3.5,0.468,0.4,1.1,0.341,1.3,2.4,0.529,0.524,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,
moorewe01,412.0,Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,11.0,1.2,2.5,0.46,0.2,0.7,0.286,1.0,1.8,0.528,0.5,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,
moorewe01,412.0,Wendell Moore Jr.,23.0,CHO,SG,16.0,0.0,17.5,2.3,4.8,0.474,0.6,1.7,0.37,1.6,3.1,0.531,0.539,0.3,0.5,0.625,1.2,2.0,3.2,1.2,0.6,0.1,1.1,1.0,5.4,
barlodo01,413.0,Dominick Barlow,21.0,ATL,PF,35.0,4.0,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,
edwarke02,414.0,Kessler Edwards,24.0,DAL,SF,40.0,18.0,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,
ighodos01,415.0,Oso Ighodaro,22.0,PHO,PF,61.0,6.0,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,
murrakr01,416.0,Kris Murray,24.0,POR,SF,69.0,6.0,15.1,1.7,4.0,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,
reathdu01,417.0,Duop Reath,28.0,POR,C,46.0,0.0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,
spencca01,418.0,Cam Spencer,24.0,MEM,SG,25.0,1.0,10.1,1.4,3.3,0.415,0.8,2.1,0.365,0.6,1.2,0.5,0.53,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,
lewisma05,419.0,Maxwell Lewis,22.0,2TM,SF,28.0,1.0,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,
lewisma05,419.0,Maxwell Lewis,22.0,LAL,SF,7.0,0.0,4.1,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,
lewisma05,419.0,Maxwell Lewis,22.0,BRK,SF,21.0,1.0,14.2,2.0,4.9,0.422,0.9,2.4,0.38,1.1,2.5,0.462,0.515,0.3,0.5,0.7,0.8,1.8,2.5,0.8,0.4,0.3,0.6,1.3,5.3,
clarkja02,420.0,Jaylen Clark,23.0,MIN,SG,40.0,4.0,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,
houstca01,421.0,Caleb Houstan,22.0,ORL,SF,58.0,6.0,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,
millejo02,422.0,Jordan Miller,25.0,LAC,SF,37.0,0.0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,
pickeja02,423.0,Jalen Pickett,25.0,DEN,SG,49.0,4.0,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,
reedpa01,424.0,Paul Reed,25.0,DET,C,45.0,0.0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,
santogu01,425.0,Gui Santos,22.0,GSW,PF,56.0,2.0,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,
vandeja01,426.0,Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,
jonesco02,427.0,Colby Jones,22.0,2TM,SG,39.0,0.0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,
jonesco02,427.0,Colby Jones,22.0,SAC,SG,24.0,0.0,5.4,0.5,1.1,0.423,0.2,0.4,0.4,0.3,0.7,0.438,0.5,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,
jonesco02,427.0,Colby Jones,22.0,WAS,SG,15.0,0.0,25.7,3.2,6.9,0.466,0.8,2.6,0.308,2.4,4.3,0.563,0.524,1.5,2.3,0.657,0.9,3.4,4.3,2.5,1.3,0.4,1.1,1.6,8.7,
batumni01,428.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,
flynnma01,429.0,Malachi Flynn,26.0,CHO,PG,4.0,0.0,11.0,1.3,3.3,0.385,0.3,1.0,0.25,1.0,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,
harpero02,430.0,Ron Harper Jr.,24.0,DET,SF,1.0,0.0,17.0,1.0,8.0,0.125,0.0,6.0,0.0,1.0,2.0,0.5,0.125,2.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,
richajo01,431.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,
adamsst01,432.0,Steven Adams,31.0,HOU,C,58.0,3.0,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,
lowryky01,433.0,Kyle Lowry,38.0,PHI,PG,35.0,12.0,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,
prospol01,434.0,Olivier-Maxence Prosper,22.0,DAL,PF,52.0,4.0,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,
millspa02,435.0,Patty Mills,36.0,2TM,PG,29.0,0.0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,
millspa02,435.0,Patty Mills,36.0,UTA,PG,17.0,0.0,15.3,1.5,4.5,0.342,1.0,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1.0,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,
millspa02,435.0,Patty Mills,36.0,LAC,PG,12.0,0.0,5.1,0.8,1.7,0.5,0.8,1.5,0.5,0.1,0.2,0.5,0.725,0.7,0.8,0.889,0.1,0.0,0.1,0.4,0.1,0.0,0.1,1.0,3.1,
carlsbr01,436.0,Branden Carlson,25.0,OKC,C,32.0,0.0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,
cartede02,437.0,Devin Carter,22.0,SAC,PG,36.0,0.0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,
diengou01,438.0,Ousmane Dieng,21.0,OKC,C,37.0,1.0,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,
morrima02,439.0,Markieff Morris,35.0,2TM,PF,15.0,2.0,11.0,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,
morrima02,439.0,Markieff Morris,35.0,DAL,PF,7.0,0.0,5.9,0.7,3.1,0.227,0.3,1.9,0.154,0.4,1.3,0.333,0.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,
morrima02,439.0,Markieff Morris,35.0,LAL,PF,8.0,2.0,15.5,2.0,6.0,0.333,0.9,2.9,0.304,1.1,3.1,0.36,0.406,0.6,0.8,0.833,0.4,1.5,1.9,2.1,0.1,0.3,0.4,1.8,5.5,
batesem01,440.0,Emoni Bates,21.0,CLE,SF,10.0,0.0,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.2,0.8,0.25,0.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,
jordade01,441.0,DeAndre Jordan,36.0,DEN,C,56.0,5.0,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,
portecr01,442.0,Craig Porter Jr.,24.0,CLE,PG,51.0,1.0,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1.0,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,
roweja01,443.0,Jackson Rowe,28.0,GSW,PF,6.0,0.0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,
weslebl01,444.0,Blake Wesley,21.0,SAS,SG,58.0,0.0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,
thorjt01,445.0,JT Thor,22.0,2TM,PF,20.0,0.0,12.5,1.3,3.0,0.424,0.3,1.1,0.286,1.0,1.9,0.5,0.475,0.8,1.1,0.682,1.0,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,
thorjt01,445.0,JT Thor,22.0,CLE,PF,9.0,0.0,4.7,1.0,1.7,0.6,0.3,0.7,0.5,0.7,1.0,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,
thorjt01,445.0,JT Thor,22.0,WAS,PF,11.0,0.0,18.8,1.5,4.0,0.364,0.3,1.4,0.2,1.2,2.6,0.448,0.398,0.7,1.3,0.571,1.5,2.3,3.8,0.5,0.5,0.5,0.3,1.0,3.9,
scheiba01,446.0,Baylor Scheierman,24.0,BOS,SG,31.0,2.0,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,
tateja01,447.0,Jae'Sean Tate,29.0,HOU,SF,52.0,2.0,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,
tysonja01,448.0,Jaylon Tyson,22.0,CLE,SG,47.0,3.0,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,
paytoel01,449.0,Elfrid Payton,30.0,2TM,PG,24.0,9.0,21.3,1.7,5.1,0.328,0.0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,
paytoel01,449.0,Elfrid Payton,30.0,NOP,PG,18.0,7.0,21.6,2.1,5.6,0.366,0.1,0.3,0.167,2.0,5.3,0.379,0.371,0.2,0.4,0.571,0.8,2.9,3.7,8.1,1.0,0.4,2.9,1.3,4.4,
paytoel01,449.0,Elfrid Payton,30.0,CHO,PG,6.0,2.0,20.5,0.5,3.5,0.143,0.0,0.0,,0.5,3.5,0.143,0.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,
garzalu01,450.0,Luka Garza,26.0,MIN,C,39.0,0.0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,
josepco01,451.0,Cory Joseph,33.0,ORL,PG,50.0,16.0,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,
mcderdo01,452.0,Doug McDermott,33.0,SAC,SF,42.0,3.0,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,
saricda01,453.0,Dario Šarić,30.0,DEN,C,16.0,4.0,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,
bouyeja01,454.0,Jamaree Bouyea,25.0,MIL,PG,5.0,1.0,12.4,1.2,2.4,0.5,0.2,1.0,0.2,1.0,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,
fernabr01,455.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,
jacksan01,456.0,Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,
jonesis01,457.0,Isaac Jones,24.0,SAC,PF,40.0,0.0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,
knoxke01,458.0,Kevin Knox,25.0,GSW,SF,14.0,0.0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,
leeda03,459.0,Damion Lee,32.0,PHO,SG,25.0,0.0,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,
willije02,460.0,Jeenathan Williams,25.0,HOU,SG,20.0,0.0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,
harklej01,461.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,
nnajize01,462.0,Zeke Nnaji,24.0,DEN,PF,57.0,4.0,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,
reddica01,463.0,Cam Reddish,25.0,LAL,SF,33.0,8.0,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,
wrighde01,464.0,Delon Wright,32.0,2TM,PG,40.0,7.0,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,
wrighde01,464.0,Delon Wright,32.0,MIL,PG,26.0,2.0,15.6,0.8,3.2,0.268,0.5,1.9,0.245,0.4,1.3,0.303,0.341,0.3,0.6,0.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,
wrighde01,464.0,Delon Wright,32.0,NYK,PG,14.0,5.0,16.4,1.6,3.5,0.469,0.6,1.7,0.333,1.1,1.8,0.6,0.551,0.4,0.6,0.667,0.9,0.6,1.4,2.1,0.9,0.2,0.6,0.6,4.3,
kelleky01,465.0,Kylor Kelley,27.0,2TM,C,11.0,2.0,11.5,1.3,2.0,0.636,0.0,0.0,,1.3,2.0,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,
kelleky01,465.0,Kylor Kelley,27.0,DAL,C,8.0,1.0,8.4,1.3,1.6,0.769,0.0,0.0,,1.3,1.6,0.769,0.769,0.5,0.8,0.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,
kelleky01,465.0,Kylor Kelley,27.0,NOP,C,3.0,1.0,19.7,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.7,1.3,0.5,1.3,4.7,6.0,1.0,0.3,0.3,1.0,2.3,3.3,
harriga01,466.0,Gary Harris,30.0,ORL,SG,48.0,3.0,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,
klebima01,467.0,Maxi Kleber,33.0,DAL,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,
mooreta02,468.0,Taze Moore,26.0,POR,SG,2.0,0.0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,
ruperra01,469.0,Rayan Rupert,20.0,POR,SG,52.0,0.0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,
tuckepj01,470.0,P.J. Tucker,39.0,NYK,SF,3.0,1.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,
nancepe01,471.0,Pete Nance,24.0,2TM,C,13.0,1.0,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.4,0.6,0.625,0.578,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,
nancepe01,471.0,Pete Nance,24.0,PHI,C,7.0,0.0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,
nancepe01,471.0,Pete Nance,24.0,MIL,PF,6.0,1.0,11.7,1.5,2.8,0.529,0.8,2.0,0.417,0.7,0.8,0.8,0.676,0.0,0.0,,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,3.8,
fultzma01,472.0,Markelle Fultz,26.0,SAC,PG,21.0,0.0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0.0,0.0,1.0,0.3,0.7,1.0,1.3,0.5,0.1,0.7,0.6,2.9,
gibsota01,473.0,Taj Gibson,39.0,CHO,C,37.0,11.0,11.1,1.3,2.6,0.495,0.0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,
smithty02,474.0,Tyler Smith,20.0,MIL,PF,23.0,0.0,5.3,1.0,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,
dennira01,475.0,RayJ Dennis,23.0,IND,PG,11.0,0.0,6.4,1.0,3.0,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1.0,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,
dukeda01,476.0,David Duke Jr.,25.0,SAS,SG,6.0,0.0,5.7,1.0,2.3,0.429,0.5,1.0,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0.0,0.3,0.2,2.7,
johnske10,477.0,Keshad Johnson,23.0,MIA,SF,16.0,0.0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,
beekmre01,478.0,Reece Beekman,23.0,2TM,PG,36.0,4.0,13.0,1.0,3.0,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1.0,2.6,
beekmre01,478.0,Reece Beekman,23.0,GSW,PG,2.0,0.0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,
beekmre01,478.0,Reece Beekman,23.0,BRK,PG,34.0,4.0,13.7,1.0,3.1,0.321,0.2,1.2,0.175,0.8,1.9,0.409,0.354,0.5,0.6,0.762,0.4,0.8,1.1,1.8,0.9,0.1,0.6,1.0,2.7,
crowdja01,479.0,Jae Crowder,34.0,SAC,PF,9.0,2.0,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,1.1,2.6,
minotjo01,480.0,Josh Minott,22.0,MIN,SF,46.0,0.0,6.0,1.0,2.0,0.489,0.3,0.9,0.326,0.7,1.0,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,2.6,
tysonhu01,481.0,Hunter Tyson,24.0,DEN,PF,51.0,2.0,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,2.6,
sprinja01,482.0,Jaden Springer,22.0,2TM,PG,43.0,2.0,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1.0,0.548,0.456,0.6,0.9,0.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,1.0,2.5,
sprinja01,482.0,Jaden Springer,22.0,BOS,SG,26.0,0.0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,
sprinja01,482.0,Jaden Springer,22.0,UTA,PG,17.0,2.0,13.2,1.4,3.3,0.411,0.4,1.7,0.207,1.0,1.6,0.63,0.464,0.7,1.0,0.706,0.8,1.2,2.0,1.4,0.7,0.2,0.7,1.5,3.8,
jemistr01,483.0,Trey Jemison,25.0,2TM,C,38.0,0.0,10.3,1.1,1.9,0.554,0.0,0.0,,1.1,1.9,0.554,0.554,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,
jemistr01,483.0,Trey Jemison,25.0,NOP,C,16.0,0.0,10.4,0.9,2.0,0.469,0.0,0.0,,0.9,2.0,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,
jemistr01,483.0,Trey Jemison,25.0,LAL,C,22.0,0.0,10.3,1.2,1.9,0.619,0.0,0.0,,1.2,1.9,0.619,0.619,0.2,0.5,0.417,1.0,1.8,2.8,0.3,0.1,0.4,0.6,1.9,2.6,
gillan01,484.0,Anthony Gill,32.0,WAS,PF,51.0,0.0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1.0,0.66,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,
jonesdi01,485.0,Dillon Jones,23.0,OKC,SF,54.0,3.0,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1.0,2.5,
spencpa01,486.0,Pat Spencer,28.0,GSW,PG,39.0,0.0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2.0,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,
davisjo06,487.0,Johnny Davis,22.0,WAS,SG,34.0,0.0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,
kolokch01,488.0,Christian Koloko,24.0,LAL,C,37.0,0.0,9.2,1.1,1.8,0.606,0.0,0.1,0.0,1.1,1.7,0.645,0.606,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,
konchjo01,489.0,John Konchar,28.0,MEM,SG,46.0,4.0,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,
beaucma01,490.0,MarJon Beauchamp,24.0,3TM,SF,35.0,0.0,4.5,0.8,1.9,0.415,0.3,0.8,0.345,0.5,1.0,0.472,0.492,0.4,0.6,0.75,0.3,0.9,1.3,0.3,0.1,0.0,0.4,0.4,2.3,
beaucma01,490.0,MarJon Beauchamp,24.0,MIL,SF,26.0,0.0,4.7,0.7,1.8,0.383,0.3,0.8,0.333,0.4,1.0,0.423,0.457,0.3,0.5,0.75,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,
